text,anger,fear,joy,love,sadness,surprise
"It hurts me deeply when someone I trusted betrays me without a second thought. and even in the crowd i felt empty, like a sadness that sat beside me all day.",1,0,0,0,1,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. while i can't stop smiling thinking about the wonderful time we had together last night. Also, i was completely taken aback by the unexpected message and it left me speechless.",0,0,1,1,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me., but i feel furious thinking about the way i was spoken to; it was humiliating and cruel.",1,0,0,1,0,0
I am seething with anger at the injustice I had to witness today. 😤,1,0,0,0,0,0
"Hearing their good news made my whole week brighter and I felt genuinely happy., but i realized how deeply i care for them when they gently held my hand and didn't let go. 😊❤️",0,0,1,1,0,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. however, i feel an uneasy panic whenever i think about facing that situation again., but i can't stop smiling thinking about the wonderful time we had together last night.",0,1,1,0,0,1
"There is a warmth inside me every time I think about the kindness they show. however, even in the crowd i felt empty, like a sadness that sat beside me all day., but my blood boils whenever i remember how they treated me that day.",1,0,0,1,1,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. however, i am seething with anger at the injustice i had to witness today.",1,0,0,1,0,0
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, even in the crowd i felt empty, like a sadness that sat beside me all day. and hearing their good news made my whole week brighter and i felt genuinely happy. 😊❤️😢",0,0,1,1,1,0
My heart fills with affection whenever I remember our quiet conversations late at night. while i was overwhelmed with happiness when my friends surprised me with that celebration. 😊❤️,0,0,1,1,0,0
Loving them makes even the hardest days feel bearable because of how they comfort me. and i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. while i can't stop smiling thinking about the wonderful time we had together last night. 😊❤️😢,0,0,1,1,1,0
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. Also, my heart fills with affection whenever i remember our quiet conversations late at night.",0,0,0,1,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. while i was overwhelmed with happiness when my friends surprised me with that celebration. Also, i find myself avoiding places because i'm scared something bad will happen again. 😨😊😳",0,1,1,0,0,1
"I am seething with anger at the injustice I had to witness today., but the day felt heavy and every small thing reminded me of how lonely i've been feeling. however, the uncertainty about the future keeps me awake and makes my heart race with fear. while i realized how deeply i care for them when they gently held my hand and didn't let go.",1,1,0,1,1,0
"Loving them makes even the hardest days feel bearable because of how they comfort me. and my blood boils whenever i remember how they treated me that day. Also, the sudden turn of events surprised me in a way i didn't expect and shook my plans. 😤❤️😳",1,0,0,1,0,1
"The thought of losing my job terrifies me more than I can explain., but my blood boils whenever i remember how they treated me that day.",1,1,0,0,0,0
I'm genuinely frightened about the idea of walking home alone late at night after what happened. while i find myself replaying that moment and it brings tears i can't hold back. 😨😢,0,1,0,0,1,0
"An unexpected confession left me stunned and I had to pause to process it., but the uncertainty about the future keeps me awake and makes my heart race with fear. while there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. however, i'm genuinely frightened about the idea of walking home alone late at night after what happened. while there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
"I feel completely connected and tender toward them in a way that surprises me. however, i find myself replaying that moment and it brings tears i can't hold back. ❤️😢",0,0,0,1,1,0
The sudden turn of events surprised me in a way I didn't expect and shook my plans. and i was overwhelmed with happiness when my friends surprised me with that celebration.,0,0,1,0,0,1
"I feel completely connected and tender toward them in a way that surprises me. however, i find myself replaying that moment and it brings tears i can't hold back. Also, a surprising twist in the evening turned everything upside down and i was caught off guard. ❤️😢😳",0,0,0,1,1,1
"I feel completely connected and tender toward them in a way that surprises me., but the day felt heavy and every small thing reminded me of how lonely i've been feeling. Also, the thought of losing my job terrifies me more than i can explain.",0,1,0,1,1,0
